id,name,time,host,venue,address,cleaned_url,image_url,map_url,tags
"310877151","Solopreneur Kickoff: Money, Mindset & What You’re Building","Fri, Sep 26 · 2:00 PM EDT","Fri, Sep 26 · 2:00 PM EDT","undefined","undefined","https://www.meetup.com/solostartingsmart/events/310877151/","https://secure.meetupstatic.com/photos/event/7/7/f/2/highres_530010706.jpeg?w=3840","Map link not found","Unemployment Support | Social Entrepreneurship | Women Entrepreneurs | Small Business | Solopreneurs"
"310731130","*In Person* Practice and improve your public speaking skills!","Tue, Sep 23 · 6:45 PM EDT","Tue, Sep 23 · 6:45 PM EDT","undefined","undefined","https://www.meetup.com/greenspeakers/events/310731130/","https://secure.meetupstatic.com/photos/event/a/2/b/8/highres_466961656.webp?w=3840","Map link not found","Events in New York, NY | Communication | Professional Development | Public Speaking | Toastmasters | Self-Help & Self-Improvement"
"310560109","Small Business Consulting & Leadership Network","Sat, Sep 27 · 6:00 PM EDT","Sat, Sep 27 · 6:00 PM EDT","undefined","undefined","https://www.meetup.com/small-business-consulting-leadership-network/events/310560109/","https://secure.meetupstatic.com/photos/event/d/0/c/3/highres_529673443.webp?w=3840","Map link not found","Business Strategy | Leadership | Leadership Development | Community | Business Connections"
"310892271","Thursday Night - Live In Person Trading. All levels welcome-Pizza served- zoom*","Thu, Sep 25 · 6:00 PM EDT","Thu, Sep 25 · 6:00 PM EDT","undefined","undefined","https://www.meetup.com/day-traders-of-new-york-beginners-and-intermediate-levels/events/310892271/","https://secure.meetupstatic.com/photos/event/7/0/6/d/highres_523468781.webp?w=3840","Map link not found","Events in New york , NY"
"310297801","Fintech Mixer: Innovators, Builders & Game Changers","Thu, Oct 9 · 6:00 PM EDT","Thu, Oct 9 · 6:00 PM EDT","undefined","undefined","https://www.meetup.com/ny-finance-meetup-group/events/310297801/","https://secure.meetupstatic.com/photos/event/1/f/b/8/highres_529388120.webp?w=3840","Map link not found","Events in New York, NY | Finance | Banking | Women and Finance | Software Development | Technology"
"307539294","NYC Content Creators Meetup: Connect, Collaborate & Inspire","Sat, Sep 27 · 3:00 PM EDT","Sat, Sep 27 · 3:00 PM EDT","undefined","undefined","https://www.meetup.com/content-creators-exchange-of-new-york/events/307539294/","https://secure.meetupstatic.com/photos/event/1/f/5/4/highres_511148020.jpeg?w=3840","Map link not found","Events in New York, NY | Acting | Youtube | Make New Friends | Filmmaking | Video Editing"
"310910263","[Register on Luma] Tech and Startup Networking Mixer","Thu, Oct 2 · 5:00 PM EDT","Thu, Oct 2 · 5:00 PM EDT","undefined","undefined","https://www.meetup.com/startups-hq/events/310910263/","https://secure.meetupstatic.com/photos/event/4/8/9/5/highres_512958581.webp?w=3840","Map link not found","Events in new York , NY | Entrepreneur Networking | Professional Networking | Mobile Technology | Technology Professionals | Technology Startups"
"308979199","NY's Biggest Professional Networking Mixer - Entrepreneur, Tech & Game-Changers","Mon, Oct 13 · 6:30 PM EDT","Mon, Oct 13 · 6:30 PM EDT","undefined","undefined","https://www.meetup.com/meetup-group-grbqwgeh/events/308979199/","https://secure.meetupstatic.com/photos/event/b/6/3/highres_528962915.webp?w=3840","Map link not found","Events in Manhattan, NY | Artificial Intelligence | Entrepreneurship | Venture Capital | Professional Networking | Technology Startups"
"310330602","New York Traders Happy Hour","Thu, Sep 25 · 6:00 PM EDT","Thu, Sep 25 · 6:00 PM EDT","undefined","undefined","https://www.meetup.com/new-york-traders/events/310330602/","https://secure.meetupstatic.com/photos/event/c/2/6/4/highres_529489764.webp?w=3840","Map link not found","Events in New York, NY"
"310910301","[Register on Luma] The Ultimate NYC Startup Tech Mixer","Thu, Oct 2 · 5:30 PM EDT","Thu, Oct 2 · 5:30 PM EDT","undefined","undefined","https://www.meetup.com/startups-hq/events/310910301/","https://secure.meetupstatic.com/photos/event/8/9/a/0/highres_520475232.webp?w=3840","Map link not found","Events in new York , NY | Entrepreneur Networking | Professional Networking | Mobile Technology | Technology Professionals | Technology Startups"
"310890473","✈️ Earn While You Explore: Turn Travel Into a 6-Figure Lifestyle","Tue, Sep 23 · 2:00 PM EDT","Tue, Sep 23 · 2:00 PM EDT","undefined","undefined","https://www.meetup.com/detroit-vision-to-reality-events-meetup-group/events/310890473/","https://secure.meetupstatic.com/photos/event/a/2/8/f/highres_530021615.webp?w=3840","Map link not found","Financial Freedom | Wealth Creation | Internet Startups | Luxury | Luxury Travel"
"310892302","Live in Person Trading, Discussion, and Chart Analysis Next to Penn (zoom avail)","Thu, Sep 25 · 6:00 PM EDT","Thu, Sep 25 · 6:00 PM EDT","undefined","undefined","https://www.meetup.com/new-york-forex-and-options-trading-group/events/310892302/","https://secure.meetupstatic.com/photos/event/5/7/c/e/highres_525022478.webp?w=3840","Map link not found","Events in New york , NY | Investing | Stocks and Options | Day Traders | Forex Trading | Technical Analysis"
"310103545","NonProfitConnect: Global Virtual Networking & Career Fair for ImpactProfessional","Monthly","Monthly • Tue, Sep 23 · 4:00 PM EDT","undefined","undefined","https://www.meetup.com/dc_careerclub/events/310103545/","https://secure.meetupstatic.com/photos/event/2/b/c/d/highres_524831213.webp?w=3840","Map link not found",""
"311055542","Automate Hosting for Higher Profits w. Happy Guest!","Mon, Oct 6 · 6:00 PM EDT","Mon, Oct 6 · 6:00 PM EDT","undefined","undefined","https://www.meetup.com/nyc-hosts-and-investors/events/311055542/","https://secure.meetupstatic.com/photos/event/d/a/c/3/highres_530216003.webp?w=3840","Map link not found","Events in New York, NY | Beginner Real Estate Investing | Real Estate Investing | Landlords & Property Managers | Property Management | Real Estate Investors"
"308253278","UX Happy Hour irl (open to all levels)","Every Thu","Every Thu • Sep 25 · 6:00 PM EDT","undefined","undefined","https://www.meetup.com/ux-support-group/events/308253278/","https://secure.meetupstatic.com/photos/event/1/5/3/6/highres_483005430.webp?w=3840","Map link not found","Events in New York, NY"
